,idade,salario
7370,39,4500
7371,24,1000
7372,36,1100
7373,35,1170
7374,42,1200
7375,44,5000
7376,25,1976.00
7377,34,1500
7378,31,5000
7379,38,16300
7380,44,3500.00
7381,41,5000
7382,46,5000
7383,28,3800
7384,30,1400.00
7385,26,1500
7386,42,3500
7387,33,2200
7388,37,3000
7389,32,2200
7390,50,3200
7391,33,8000
7392,28,1000.00
7393,47,15000.00
7394,46,5000
7395,20,1500
7396,42,1580
7397,33,2500
7398,34,1416
7399,33,2500
7400,45,3650.00
7401,27,1500
7402,28,3250
7403,54,3080
7404,25,3200.00
7405,48,7980
7406,29,1500.00
7407,35,1048
7408,32,2990
7409,25,800
7410,29,3400
7411,27,3600
7412,33,4050
7413,34,3500
7414,34,1800
7415,34,6000
7416,43,3000
7417,47,11500.00
7418,35,1900
7419,29,4000
7420,21,1000
7421,34,7666
7422,25,1625
7423,26,1650
7424,32,10000
7425,30,4000
7426,35,659
7427,24,1200
7428,54,2500.00
7429,44,9000
7430,23,1448.43
7431,29,1600
7432,23,1000
7433,36,3500
7434,34,2500
7435,22,1300
7436,28,1500
7437,41,3000
7438,27,3178
7439,25,1800
7440,23,1100
7441,24,6000
7442,31,3900
7443,31,1200
7444,23,950
7445,28,2500
7446,37,1500
7447,22,1200.00
7448,23,1800
7449,32,3500
7450,42,3400
7451,28,2000
7452,46,2600
7453,23,2200
7454,27,7600
7455,52,4400
7456,29,8000
7457,41,9000
7458,57,1500
7459,49,11400
7460,26,1144.75
7461,29,2100
7462,40,3000
7463,39,4000
7464,45,2000
7465,63,2600
7466,29,1600.00
7467,23,1496
7468,37,1500
7469,52,3500
7470,27,2191
7471,35,3700
7472,34,4633
7473,28,3200
7474,38,5139
7475,45,3300
7476,39,1305.4
7477,22,1400
7478,29,2200.00
7479,50,1989
7480,24,1300
7481,31,1607
7482,27,2800
7483,34,1200
7484,36,4500.00
7485,25,2000
7486,32,2125.52
7487,26,880
7488,33,4000
7489,36,1448
7490,48,3800
7491,51,1800
7492,29,3200
7493,42,7000
7494,42,7100
7495,35,2800
7496,32,2500
7497,49,4000
7498,23,1300
7499,25,1000
7500,46,7000
7501,22,2000
7502,59,15000
7503,26,1500
7504,38,1200
7505,54,8500.00
7506,41,4280
7507,48,1834
7508,47,6900
7509,23,1350
7510,23,1550.00
7511,24,1800.00
7512,28,2168
7513,26,1478
7514,27,3600
7515,37,1600
7516,29,1862
7517,25,1200
7518,33,1400
7519,33,2300
7520,34,4500
7521,26,880
7522,24,1198
7523,21,1200
7524,33,3200
7525,34,1200
7526,24,600.00
7527,38,3500
7528,38,7000
7529,31,2500
7530,27,2641.43
7531,36,2200
7532,38,2400.00
7533,32,2502.00
7534,27,2000
7535,39,2550
7536,45,1400
7537,40,7000
7538,23,1600
7539,27,1100
7540,41,1000
7541,35,1000
7542,51,15000
7543,29,2000
7544,32,2000
7545,40,2200
7546,38,8618
7547,44,2300
7548,35,10000
7549,25,3500
7550,39,2500
7551,32,1300
7552,30,4500
7553,39,5500
7554,23,1343.00
7555,32,6500
7556,49,5000
7557,27,1600
7558,32,5000
7559,31,1991
7560,26,1500.00
7561,32,1300
7562,22,700.00
7563,35,7920
7564,31,2000
7565,26,1324.4
7566,41,8500
7567,25,1000
7568,28,1800
7569,27,6500
7570,47,11000
7571,24,4000
7572,30,1200
7573,33,2000
7574,25,1000.00
7575,25,1400
7576,57,1600.00
7577,37,1200.00
7578,26,1830
7579,28,2200
7580,36,3500
7581,22,1096
7582,35,1237
7583,39,8700
7584,22,1622
7585,29,2497.50
7586,31,6000
7587,32,1200
7588,36,1800
7589,50,1700
7590,24,1800
7591,45,4000.00
7592,23,1100
7593,55,2000
7594,25,1219
7595,22,2000
7596,24,1100
7597,22,1000
7598,19,1200
7599,29,1900
7600,29,5000
7601,26,1100
7602,21,1800
7603,29,6500
7604,40,2630
7605,38,9500.00
7606,55,6500
7607,37,12000
7608,33,1600
7609,33,1356
7610,26,1345
7611,25,1350.00
7612,25,1000
7613,53,6300
7614,50,5000
7615,27,1249
7616,47,2350
7617,36,7500
7618,29,3289
7619,31,2200
7620,49,4200
7621,32,2026
7622,37,8500
7623,27,1381
7624,30,2000
7625,32,9000
7626,36,1300
7627,45,9600
7628,33,2500
7629,29,1800
7630,24,1800
7631,28,2500
7632,26,1000
7633,20,1700
7634,37,2025
7635,48,15000
7636,48,1800
7637,24,2200
7638,47,1600
7639,42,3000
7640,36,7000
7641,43,1800
7642,34,3733
7643,31,2300
7644,37,2300
7645,32,3500
7646,26,700
7647,31,1300
7648,36,5000
7649,21,1760
7650,43,5000.00
7651,61,4500
7652,23,1200
7653,32,1100
7654,53,3900
7655,25,1850
7656,43,12980
7657,25,2500
7658,36,2200
7659,59,3000
7660,41,1560
7661,29,1500.00
7662,31,9845.00
7663,35,6000
7664,24,1500
7665,32,15000
7666,40,1950
7667,26,1400
7668,53,7200
7669,44,11103
7670,57,10000
7671,31,3200
7672,25,1200
7673,24,1696
7674,22,1000
7675,46,8500
7676,27,1350
7677,24,700
7678,56,6500
7679,26,1200
7680,25,1200
7681,28,891
7682,37,1778
7683,30,1800
7684,23,1080
7685,22,1550
7686,44,7000.00
7687,23,1300
7688,37,8200
7689,45,1000
7690,26,1500
7691,30,2200
7692,32,1100
7693,24,1500
7694,24,2400
7695,29,5000.00
7696,24,620
7697,46,14000
7698,21,880
7699,26,1200
7700,33,1700
7701,33,4500
7702,43,1350
7703,35,1500.00
7704,41,1612
7705,29,2000
7706,50,2800
7707,34,1782.59
7708,37,2500
7709,47,6000
7710,54,15000
7711,26,2026
7712,29,1500
7713,37,5000
7714,35,1250
7715,35,8000
7716,35,1158
7717,37,1900
7718,67,1200
7719,36,1547.00
7720,36,2240
7721,33,1408
7722,42,1200
7723,49,1200
7724,38,8723.45
7725,35,1500
7726,31,6000.00
7727,27,1800
7728,36,1810
7729,51,4800
7730,34,2250
7731,38,2000
7732,38,3700
7733,39,3700
7734,42,1800
7735,26,1200
7736,44,2093.00
7737,38,4800
7738,28,3000
7739,37,7000
7740,56,4900
7741,28,1000.00
7742,38,3200
7743,23,1300
7744,26,2200
7745,22,800
7746,41,1984
7747,38,1450
7748,21,800
7749,40,3500
7750,35,6500.00
7751,29,1200
7752,26,970.00
7753,24,694
7754,38,2668
7755,29,5000
7756,23,2585
7757,30,600.00
7758,48,1530
7759,38,4500
7760,19,1500
7761,37,3500
7762,31,2500
7763,18,1000
7764,27,1500
7765,32,2700
7766,28,9000
7767,32,1800
7768,45,2300
7769,63,7000
7770,47,2500
7771,24,1200
7772,43,2100
7773,25,1300
7774,27,1500
7775,40,4200
7776,27,1800
7777,33,3000
7778,31,1600.00
7779,25,1730
7780,45,2990
7781,44,1500
7782,37,5100
7783,32,2500
7784,31,3000
7785,32,1100.00
7786,45,5800
7787,24,2800
7788,26,1200
7789,36,1200
7790,46,12000
7791,31,2190
7792,50,7000
7793,26,2900
7794,39,6000
7795,27,1000
7796,25,4240.8
7797,30,2157
7798,33,2017
7799,30,3300
7800,27,1250.00
7801,41,5600
7802,35,5800
7803,42,3800
7804,31,2100
7805,26,3500
7806,44,4300
7807,34,1000
7808,22,1800
7809,23,1300
7810,34,2700
7811,32,1805.5
7812,41,7500
7813,27,5640
7814,41,900
7815,26,1200
7816,34,9000
7817,55,4500
7818,44,1053.15
7819,35,1100
7820,24,1518
7821,53,27170.00
7822,30,1600
7823,34,2400
7824,39,3300
7825,20,1000
7826,43,2500
7827,19,650
7828,27,3000
7829,46,6000
7830,26,2700
7831,22,1350
7832,30,2000
7833,34,1810.00
7834,36,4000
7835,21,1000
7836,32,1940
7837,47,1460
7838,25,1500
7839,29,1605
7840,27,1960
7841,20,1000.00
7842,28,6200
7843,51,9500
7844,51,4000
7845,37,2500
7846,51,5500
7847,51,22000
7848,21,1000
7849,39,6933.33
7850,21,937
7851,32,3000
7852,35,1200
7853,23,1000
7854,43,1000
7855,45,4200
7856,31,990
7857,29,1880
7858,54,967.48
7859,42,7500
7860,38,1800
7861,33,1090
7862,23,600
7863,59,7000
7864,31,3000
7865,51,20000
7866,36,5800
7867,22,1067
7868,47,10800
7869,24,1400
7870,35,4000
7871,34,3000
7872,32,3000
7873,46,5264
7874,29,3000
7875,31,900
7876,30,1800
7877,23,1100
7878,29,2900
7879,36,2500
7880,32,1980
7881,28,980
7882,38,7300
7883,26,5500
7884,46,1300
7885,21,1180
7886,21,1000
7887,40,1207
7888,43,1000.00
7889,30,1300
7890,45,3000
7891,48,4750
7892,36,21000.00
7893,38,2500
7894,47,12000
7895,43,3217.49
7896,50,17170
7897,20,1000.00
7898,38,6500
7899,27,3000
7900,33,1500
7901,27,1039
7902,24,1585
7903,33,1000
7904,33,4000
7905,28,3289
7906,58,1500.00
7907,49,14400
7908,42,3800
7909,22,1000
7910,29,2000
7911,20,1312
7912,36,1200
7913,28,3072
7914,21,1180
7915,28,800.00
7916,40,14000
7917,22,1312
7918,44,15041.4
7919,30,2000
7920,30,6000
7921,27,1732
7922,26,2000
7923,20,957
7924,36,1200
7925,33,3021
7926,28,1550
7927,35,2200.00
7928,30,1200
7929,29,2340
7930,27,3000
7931,35,1225
7932,20,700
7933,24,1253
7934,27,1800
7935,44,19002
7936,32,998
7937,44,3500.00
7938,20,520
7939,25,1500.00
7940,32,1350
7941,31,4200
7942,30,1900
7943,36,1245
7944,49,5000.00
7945,40,3500
7946,28,3119
7947,33,5500.00
7948,24,2000
7949,22,1800
7950,39,1800
7951,34,2500
7952,25,4750
7953,33,2000
7954,27,2450
7955,36,1700
7956,26,1500
7957,28,1700
7958,33,30000
7959,27,1500
7960,26,800
7961,20,2000
7962,21,937
7963,46,13000
7964,26,1400
7965,21,973
7966,34,8500
7967,31,3200
7968,46,1800
7969,26,937
7970,43,8000
7971,26,600
7972,54,1421.00
7973,24,1500
7974,59,20000
7975,24,1500
7976,30,2740
7977,30,1500
7978,28,5800
7979,47,3000
7980,45,2000
7981,47,12000
7982,27,3000
7983,36,4200
7984,36,1521
7985,47,4300
7986,40,5000
7987,31,2000
7988,30,6000
7989,26,1200
7990,26,1410
7991,57,3500
7992,26,2100
7993,24,900
7994,29,2000.00
7995,35,2100
7996,30,1300
7997,25,1500
7998,22,880
7999,40,1700
8000,23,1416.92
8001,22,950
8002,23,969.68
8003,26,1300
8004,37,5000
8005,43,3500
8006,23,1000
8007,23,1080
8008,29,3289
8009,30,3000
8010,32,2500
8011,30,2800
8012,25,1480
8013,26,1916
8014,43,2000
8015,40,1400
8016,24,1785
8017,36,3330
8018,29,1800
8019,22,1600
8020,21,1100
8021,30,1696.25
8022,30,3500
8023,30,750
8024,31,2800
8025,31,2200
8026,28,2000
8027,26,788
8028,26,2500
8029,35,1486
8030,35,4530
8031,27,4000
8032,42,1000
8033,37,3500
8034,31,3600
8035,34,1230
8036,56,1200
8037,59,2000
8038,27,1700.00
8039,44,4000
8040,32,7000
8041,31,1200
8042,26,5000
8043,45,1482.06
8044,40,1800
8045,38,9000
8046,29,2128
8047,35,1888.00
8048,39,3500
8049,29,680
8050,33,2500
8051,26,1160
8052,20,957
8053,27,1500
8054,22,1000
8055,25,990.00
8056,30,3300
8057,60,10000
8058,38,1997
8059,24,1179
8060,30,3500
8061,30,3285
8062,37,3000
8063,29,5000
8064,26,900
8065,40,5000
8066,41,6500
8067,39,2220
8068,34,1350
8069,34,5000
8070,30,4000
8071,33,1800
8072,28,2500
8073,23,1192.00
8074,37,3000
8075,33,2500
8076,21,954
8077,39,3500
8078,32,2000
8079,34,5400
8080,29,4300
8081,25,2000
8082,33,1200.00
8083,26,1800
8084,27,2000
8085,26,1281
8086,42,8000
8087,48,7000
8088,45,5000
8089,25,2912
8090,33,1362.00
8091,32,12500
8092,34,9000
8093,39,4000
8094,32,5050
8095,39,3200.00
8096,55,4000
8097,48,1691.00
8098,46,3800
8099,25,1200
8100,21,2500
8101,24,1400
8102,21,1250
8103,23,1126
8104,31,1500
8105,32,3100
8106,46,1900
8107,26,1250
8108,23,1198
8109,40,1000
8110,29,978
8111,23,1500
8112,40,3000.00
8113,26,520
8114,36,1700
8115,20,1300
8116,33,3553
8117,40,4000
8118,33,2015
8119,38,4900
8120,28,2250
8121,28,850.00
8122,33,880
8123,36,2000
8124,38,1236
8125,37,2500
8126,34,4700
8127,35,1950
8128,27,4000
8129,47,2500
8130,44,5000
8131,32,1200
8132,33,1800
8133,49,3800
8134,26,1100
8135,19,600
8136,25,1500
8137,37,3600
8138,60,8000
8139,23,1900
8140,25,1800
8141,27,1483
8142,23,1295
8143,47,4800
8144,30,1900
8145,42,950
8146,40,3000
8147,30,2220
8148,35,7000
8149,21,1200
8150,50,4000
8151,37,4000
8152,28,1730
8153,38,2500
8154,40,10000
8155,24,1000
8156,43,2500
8157,36,8000
8158,30,2000
8159,26,1200
8160,28,1380
8161,42,2000
8162,23,1130
8163,20,900
8164,25,1200
8165,24,1450
8166,27,1650
8167,32,3200
8168,28,3500
8169,38,1600
8170,20,2000.00
8171,46,6000
8172,32,1300.00
8173,30,1982
8174,20,1000
8175,38,2773
8176,24,1500
8177,34,1247
8178,47,3000
8179,48,6700
8180,49,8000
8181,28,2000
8182,30,1900
8183,39,1750
8184,20,800
8185,45,6500
8186,30,1870
8187,61,7200
8188,40,7000
8189,62,4000
8190,28,1500.00
8191,21,1039
8192,36,2600
8193,28,1800
8194,25,1600
8195,33,2000
8196,31,1700
8197,31,1400
8198,43,12500
8199,30,1546
8200,27,1300.00
8201,27,4800
8202,52,3000
8203,35,2500
8204,53,1946.44
8205,32,2568.87
8206,47,1300
8207,21,1200
8208,25,1320
8209,31,4000
8210,22,1220
8211,46,1800
8212,42,2700
8213,21,766
8214,40,1800.00
8215,36,3700
8216,23,1274
8217,26,2000
8218,27,1500
8219,38,888
8220,25,3088
8221,37,2300
8222,51,2597
8223,30,2800
8224,51,9000
8225,24,1200
8226,38,3100
8227,23,2800
8228,40,1380
8229,36,2000
8230,23,1077.55
8231,48,3200
8232,27,4500
8233,22,1000
8234,53,1200
8235,31,5000
8236,29,1800
8237,27,3636.00
8238,57,8000
8239,27,1452
8240,30,3000
8241,24,1200
8242,36,1443
8243,48,12000
8244,50,4080
8245,35,1560
8246,38,6150
8247,35,3368
8248,37,1122
8249,34,3300
8250,58,7000
8251,25,1020
8252,51,2500
8253,43,3622
8254,38,2000
8255,28,2500
8256,28,1500
8257,26,1000
8258,26,1250
8259,41,7500
8260,20,990
8261,32,1300
8262,43,3189
8263,35,5200
8264,34,1700
8265,30,3000
8266,34,4000.00
8267,26,1100
8268,25,1000.00
8269,37,2600
8270,31,2950
8271,27,1800
8272,33,3000
8273,56,4000
8274,35,2500
8275,30,1670
8276,30,1522
8277,27,1238
8278,27,2000
8279,39,3000
8280,36,1700
8281,28,900.00
8282,28,1800
8283,36,3000
8284,26,2500.00
8285,34,9000
8286,36,2900.00
8287,28,1247
8288,28,1000
8289,30,3000
8290,29,3300
8291,32,2000
8292,20,1000
8293,32,2078
8294,28,1200
8295,42,3220
8296,33,1567
8297,47,1076
8298,31,2000
8299,31,1000.00
8300,54,2140.00
8301,23,1500
8302,23,954
8303,30,9500
8304,29,1150
8305,24,1460
8306,38,8800
8307,25,1652
8308,20,850
8309,30,1500
8310,28,1540
8311,21,1200
8312,28,1548
8313,35,1180
8314,25,1500.00
8315,26,1000
8316,29,1600
8317,44,1800
8318,27,1380
8319,33,3000
8320,22,1200
8321,43,6000
8322,33,7509.18
8323,22,2500
8324,38,1309
8325,26,822.00
8326,26,1800
8327,33,1349
8328,52,4921
8329,29,1401
8330,48,3000
8331,26,1200
8332,41,5600.00
8333,36,1500.00
8334,27,3600
8335,29,800
8336,24,750.00
8337,37,1700
8338,25,2033
8339,29,800
8340,38,1800
8341,32,1500
8342,36,1552
8343,24,1500
8344,42,5300
8345,28,4000
8346,22,800
8347,32,3500
8348,38,5000.00
8349,44,6000
8350,24,830
8351,22,1200
8352,26,1700
8353,23,2100
8354,20,1200
8355,26,3500
8356,42,4990
8357,23,1420
8358,21,1200
8359,33,8500
8360,20,1200
8361,24,1000
8362,62,7100
8363,42,1300
8364,28,1800
8365,40,1100
8366,37,1500
8367,32,4300
8368,21,1200
8369,35,6000
8370,37,3860
8371,43,12000
8372,37,8000
8373,37,1537
8374,55,19600
8375,33,1000
8376,44,2000
8377,33,1695
8378,34,4000
8379,37,3500
8380,34,9800
8381,35,3188
8382,60,2300
8383,25,1850
8384,33,3000
8385,28,2060
8386,39,2592
8387,25,1902
8388,39,2500
8389,20,800
8390,35,1250
8391,35,2500
8392,38,3500
8393,32,3200
8394,24,1500
8395,58,8600
8396,28,2000
8397,33,2680
8398,39,2500
8399,31,1800.00
8400,41,5100
8401,37,17300
8402,31,1644.00
8403,27,600
8404,31,2480
8405,26,1400
8406,27,4500.00
8407,32,1500
8408,39,6556
8409,36,1465
8410,39,3000
8411,30,890
8412,61,10000
8413,47,4500
8414,21,1298
8415,28,3300.00
8416,43,3500
8417,28,1500
8418,38,1500
8419,53,1500
8420,24,1207.00
8421,40,4200
8422,37,1500
8423,33,2265
8424,24,1400
8425,26,4500
8426,35,2257
8427,30,1500.00
8428,31,1300
8429,40,7000
8430,25,1345
8431,40,3500
8432,29,1000
8433,47,7000.00
8434,39,4500
8435,48,20000.00
8436,31,12000
8437,22,3000
8438,45,3800
8439,53,4000
8440,29,1000
8441,34,8500
8442,33,2300
8443,41,3000
8444,29,3000
8445,41,3500
8446,23,1244
8447,33,1407.94
8448,34,3273.42
8449,20,1231
8450,35,1200
8451,65,2000
8452,38,1822
8453,39,2500
8454,37,2640
8455,22,1500
8456,23,1000
8457,27,1600
8458,46,12000
8459,44,1050.00
8460,25,1427
8461,41,3500
8462,23,724.00
8463,31,2000
8464,48,9000.00
8465,31,2300
8466,44,30000
8467,21,1400
8468,30,1220
8469,44,2216
8470,39,3500
8471,39,2205
8472,22,1100
8473,49,12200
8474,26,1000
8475,32,1700.00
8476,38,2025
8477,23,1100
8478,20,993
8479,36,5400
8480,25,1500
8481,23,1800
8482,24,880
8483,26,1757
8484,21,1096
8485,31,1400
8486,43,2856
8487,33,2880
8488,43,9000
8489,24,880
8490,49,5000
8491,53,6679
8492,45,8000
8493,20,1300
8494,20,1082
8495,26,1800
8496,51,9000
8497,22,880.00
8498,28,1500
8499,31,2200
8500,27,2000.00
8501,37,6000
8502,17,1000
8503,38,10000
8504,33,13000
8505,29,7000
8506,29,1200
8507,33,5100
8508,25,1500
8509,22,1031.58
8510,21,1653
8511,26,1925
8512,27,1000
8513,32,1000
8514,22,860
8515,51,4200
8516,24,4500
8517,31,1700
8518,24,1500
8519,25,1560
8520,35,2000
8521,27,1800.00
8522,36,4000
8523,39,1000
8524,52,18000
8525,43,1400
8526,29,1076
8527,30,580
8528,60,1103
8529,33,2200
8530,35,1200
8531,46,7000
8532,32,1500
8533,48,2500
8534,36,1300
8535,23,880.00
8536,27,2000
8537,47,15000
8538,41,3347.76
8539,25,1180
8540,28,3500
8541,30,6000
8542,29,954
8543,21,1200
8544,49,15000
8545,27,1600
8546,39,4700
8547,21,554.4
8548,39,3040
8549,39,4000
8550,28,1337
8551,28,1500
8552,22,1338
8553,43,9100
8554,20,4500
8555,46,3200
8556,35,1100
8557,25,1600
8558,40,2200
8559,52,13000
8560,41,2000
8561,40,9000
8562,40,8500
8563,28,1500
8564,31,2000
8565,35,2500
8566,41,8000.00
8567,38,1450
8568,21,1896
8569,41,7000.00
8570,27,1090
8571,32,7600
8572,55,6350
8573,38,1800
8574,31,2080
8575,24,1000
8576,41,1296
8577,24,1300
8578,52,2500
8579,43,6600
8580,37,4000
8581,39,5000
8582,21,1100
8583,40,1113
8584,24,2500
8585,28,2000
8586,29,6000
8587,42,3500
8588,30,3000
8589,43,11400
8590,51,12000
8591,35,3000
8592,32,1450
8593,37,8500
8594,47,20000
8595,30,1800
8596,32,2307
8597,24,2411.49
8598,23,2100
8599,42,4000
8600,41,5200
8601,24,580
8602,29,1500.00
8603,34,3300
8604,23,636
8605,28,2000
8606,52,1200
8607,44,1900
8608,33,13000.00
8609,39,4500
8610,23,1800
8611,24,1100
8612,25,2100
8613,35,1470
8614,37,3200
8615,29,1400
8616,18,807
8617,26,3500
8618,30,1465
8619,30,1260
8620,41,1800
8621,33,925
8622,22,1032
8623,26,1250
8624,36,800
8625,22,1200
8626,40,2300
8627,47,9100
8628,33,1500
8629,50,7500
8630,35,8500
8631,28,884
8632,40,3500
8633,29,1700.00
8634,43,1500
8635,35,938
8636,24,1450
8637,39,4960.00
8638,25,1160
8639,23,1025
8640,44,10500.00
8641,40,2500.00
8642,21,724.00
8643,34,4000
8644,24,900.00
8645,36,2500
8646,22,800.00
8647,49,5000
8648,55,1500
8649,39,3000
8650,44,2110
8651,36,1600
8652,51,6000
8653,29,5000
8654,23,765.00
8655,23,690
8656,23,1400
8657,25,1000
8658,26,1000.00
8659,30,1800
8660,41,17800
8661,40,2800
8662,24,1100.00
8663,28,7450.00
8664,60,2000
8665,38,5000
8666,37,18000
8667,24,700
8668,22,506.00
8669,29,1000
8670,40,1500
8671,43,2800
8672,22,1500
8673,24,1350
8674,21,550
8675,45,2000
8676,32,8000
8677,44,4000
8678,42,11000.00
8679,31,1280
8680,36,1854.00
8681,22,850
8682,44,1450
8683,39,3600
8684,44,5500.00
8685,36,1100
8686,28,5500
8687,31,750
8688,48,3200
8689,30,3500
8690,21,600
8691,31,4500
8692,37,3520
8693,34,1600
8694,36,2700
8695,26,1000
8696,23,1200.00
8697,36,1000
8698,43,15000
8699,51,16000
8700,41,1400
8701,23,1950
8702,40,4200
8703,50,2241
8704,27,1500
8705,34,3500
8706,35,2200
8707,21,880
8708,36,1500
8709,37,15000
8710,32,1400
8711,38,6700
8712,35,4400
8713,34,6500
8714,21,900
8715,60,10000.00
8716,25,856.00
8717,41,2500
8718,56,6000
8719,56,1100
8720,32,3200
8721,21,1200
8722,34,1500
8723,37,1500
8724,31,3315.00
8725,41,5000
8726,41,2100
8727,31,5400
8728,26,1300
8729,32,4000
8730,47,4100.00
8731,31,6000.00
8732,28,2800
8733,44,1700.00
8734,26,900
8735,34,1883
8736,31,1110
8737,45,3900
8738,41,1300
8739,46,13000
8740,61,5540
8741,28,2480.12
8742,30,1800
8743,38,4090.00
8744,50,22000
8745,33,3357
8746,61,13000
8747,40,2500
8748,37,7000
8749,38,2200
8750,31,1000
8751,25,1200.00
8752,35,4500
8753,27,1250
8754,30,1200
8755,27,2264
8756,24,1200
8757,43,9500
8758,28,2000
8759,29,2500
8760,35,3173
8761,43,2530
8762,22,520
8763,48,11800
8764,25,1300
8765,39,1150
8766,42,9000
8767,34,2000
8768,32,9000
8769,41,2500
8770,27,3500
8771,20,1200
8772,28,1446.38
8773,41,3200
8774,44,18000
8775,41,2000
8776,35,3200.00
8777,22,1000
8778,53,5400
8779,22,1140.00
8780,28,6000
8781,44,2400
8782,22,702.31
8783,57,1522
8784,34,2000
8785,32,2867
8786,45,4500
8787,42,11000
8788,25,1100.00
8789,43,7500
8790,28,4040
8791,24,1000
8792,37,6000
8793,38,3900
8794,21,788
8795,38,2500
8796,35,4000
8797,34,1800
8798,40,1700
8799,22,900.95
8800,28,937
8801,30,2700
8802,26,2000
8803,20,724
8804,23,1192
8805,37,4500
8806,29,1900
8807,29,4500
8808,49,3500
8809,31,1200
8810,31,7500
8811,22,1000
8812,40,3000
8813,32,3600
8814,38,4200
8815,37,2210
8816,46,2000
8817,23,800.00
8818,37,3000
8819,35,2599.09
8820,36,1884
8821,23,1200
8822,45,1322.14
8823,31,4500
8824,31,1200
8825,32,3000
8826,51,3500.00
8827,39,1700
8828,21,1032
8829,38,6000
8830,26,2000
8831,49,3900
8832,26,800
8833,28,2105
8834,28,1500
8835,23,900
8836,25,1370
8837,52,7300
8838,27,2469
8839,26,2000
8840,28,1350
8841,33,1000
8842,33,1400
8843,45,3662
8844,43,12700.00
8845,32,7040
8846,45,3500
8847,39,1200
8848,32,3500
8849,34,4000
8850,24,1350
8851,27,4300
8852,36,3500
8853,21,1000
8854,34,2600
8855,40,2000
8856,49,2100
8857,28,3000
8858,22,900
8859,23,1100
8860,52,21000
8861,29,1695
8862,32,2750
8863,34,10000
8864,29,2600
8865,36,13000.00
8866,27,2100
8867,27,1302
8868,29,3500
8869,44,6500
8870,22,1130
8871,25,2200
8872,35,3000
8873,34,1491.08
8874,36,5435
8875,55,3300
8876,28,4473
8877,38,2500
8878,26,1340
8879,31,2500
8880,43,2500
8881,38,2578
8882,22,1500
8883,20,805
8884,26,2460
8885,28,1600
8886,43,1789
8887,23,1230
8888,43,4078
8889,39,6000
8890,21,1650
8891,56,3750
8892,25,5000
8893,31,2300
8894,27,1736
8895,28,8000
8896,30,1900
8897,46,3000
8898,24,2100
8899,29,1000
8900,43,2500
8901,45,2500
8902,28,1350
8903,34,4800
8904,51,2500
8905,28,1300
8906,48,2263.8
8907,24,1000
8908,49,1450
8909,26,2500
8910,27,4000
8911,39,6000
8912,30,1200
8913,24,1552.32
8914,32,2100
8915,33,3000
8916,47,5000
8917,32,1200
8918,29,3000
8919,18,600
8920,26,1540
8921,44,6100
8922,30,3308
8923,34,1000
8924,44,4000
8925,38,1510
8926,30,5000
8927,32,5500
8928,43,1700
8929,40,1000
8930,36,1800
8931,40,6000
8932,47,3000
8933,20,1300
8934,33,3500
8935,41,7600
8936,31,6000
8937,23,1000.00
8938,21,761.00
8939,28,6069
8940,22,1280
8941,30,3750
8942,31,1300
8943,25,1200
8944,30,954
8945,49,5000
8946,23,937
8947,17,759
8948,32,1500
8949,30,1600
8950,33,1008
8951,55,14000
8952,38,3600
8953,23,1000
8954,27,1100
8955,48,8000
8956,37,1344.9
8957,37,3500.00
8958,28,2500
8959,31,1500
8960,36,2400
8961,28,1400
8962,30,1200.00
8963,23,1127
8964,28,650
8965,53,4000
8966,39,2200
8967,37,2463
8968,35,3000
8969,41,10000.00
8970,20,880
8971,30,2700.00
8972,30,1200
8973,23,1500
8974,34,9057.23
8975,34,1800
8976,29,2000
8977,39,1000
8978,23,2100
8979,41,2350
8980,21,980
8981,23,1800
8982,20,1449
8983,35,750
8984,25,4101.91
8985,38,1350
8986,32,2000
8987,39,1830.00
8988,41,2400
8989,48,3000
8990,29,3000
8991,47,14000
8992,24,700
8993,29,1800
8994,29,5280
8995,23,900
8996,50,10000
8997,25,1200
8998,60,5500
8999,29,2600
9000,28,4000
9001,26,1000
9002,19,630
9003,25,1200
9004,34,1200
9005,58,2550
9006,41,1800
9007,34,1440
9008,33,1900
9009,48,38000
9010,43,3458
9011,23,1200
9012,22,600
9013,28,2500
9014,22,800.00
9015,26,2031
9016,33,9000.00
9017,26,1500
9018,34,1500
9019,27,4500
9020,20,900
9021,25,800.00
9022,22,860
9023,53,5000
9024,53,2000
9025,43,3000
9026,42,2500
9027,36,3500.00
9028,27,7000
9029,23,1200
9030,31,1200
9031,39,7500
9032,35,4500
9033,32,5000
9034,23,1500
9035,23,1738
9036,32,1790
9037,30,1262
9038,27,1500
9039,20,1285.00
9040,24,2000
9041,31,1200
9042,47,3200
9043,35,2256
9044,30,4800
9045,35,1381
9046,23,2170
9047,25,3800
9048,27,1302
9049,27,3200
9050,38,3500.00
9051,41,2800
9052,25,1237
9053,30,2840.00
9054,35,1800
9055,42,5900
9056,37,2600
9057,43,4500.00
9058,26,1820
9059,22,1800
9060,35,2800
9061,43,4000.00
9062,23,1000
9063,25,1617.00
9064,33,2000
9065,48,2800
9066,34,16000
9067,34,8700
9068,35,3500.09
9069,26,1000
9070,32,8600
9071,39,1400
9072,25,1900
9073,46,4000
9074,39,5000
9075,26,570
9076,21,1090
9077,38,1500
9078,25,2746
9079,33,5600
9080,27,2890
9081,30,2500
9082,36,1300
9083,30,3744
9084,37,2500
